ano,popul,codigo_ibge
2009,4192,220675
2010,4556,220675
2011,4609,220675
2012,4661,220675
2013,4696,220675
2014,4723,220675
2015,4747,220675
2016,4768,220675
2017,4786,220675
2018,4847,220675
2019,4870,220675
2020,4891,220675
2021,4911,220675
2022,5195,220675
1991,6076,220680
1992,6106,220680
1993,6159,220680
1994,6197,220680
1995,6233,220680
1996,7329,220680
1997,7588,220680
1998,7808,220680
1999,8027,220680
2000,7214,220680
2001,7346,220680
2002,7453,220680
2003,7564,220680
2004,7797,220680
2005,7926,220680
2006,8054,220680
2007,8044,220680
2008,8276,220680
2009,8378,220680
2010,8206,220680
2011,8282,220680
2012,8356,220680
2013,8419,220680
2014,8457,220680
2015,8491,220680
2016,8521,220680
2017,8547,220680
2018,8661,220680
2019,8692,220680
2020,8723,220680
2021,8751,220680
2022,8523,220680
1991,7201,220690
1992,7170,220690
1993,7144,220690
1994,7118,220690
1995,7093,220690
1996,6873,220690
1997,6306,220690
1998,6215,220690
1999,6127,220690
2000,6760,220690
2001,6766,220690
2002,6769,220690
2003,6773,220690
2004,6782,220690
2005,6787,220690
2006,6792,220690
2007,6191,220690
2008,6367,220690
2009,6321,220690
2010,6498,220690
2011,6478,220690
2012,6459,220690
2013,6505,220690
2014,6493,220690
2015,6483,220690
2016,6474,220690
2017,6466,220690
2018,6575,220690
2019,6565,220690
2020,6556,220690
2021,6548,220690
2022,6081,220690
1996,,220695
1997,3225,220695
1998,3232,220695
1999,3238,220695
2000,3155,220695
2001,3153,220695
2002,3144,220695
2003,3139,220695
2004,3129,220695
2005,2779,220695
2006,2774,220695
2007,3383,220695
2008,3481,220695
2009,3547,220695
2010,3260,220695
2011,3295,220695
2012,3329,220695
2013,3354,220695
2014,3371,220695
2015,3387,220695
2016,2930,220695
2017,2940,220695
2018,2979,220695
2019,2991,220695
2020,3003,220695
2021,3014,220695
2022,2820,220695
1991,51891,220700
1992,37511,220700
1993,37816,220700
1994,38043,220700
1995,38263,220700
1996,37502,220700
1997,31777,220700
1998,31841,220700
1999,32245,220700
2000,33910,220700
2001,34138,220700
2002,34339,220700
2003,34538,220700
2004,34760,220700
2005,34989,220700
2006,35218,220700
2007,35075,220700
2008,36082,220700
2009,36293,220700
2010,35640,220700
2011,35788,220700
2012,35931,220700
2013,36195,220700
2014,36266,220700
2015,36329,220700
2016,36385,220700
2017,36432,220700
2018,36971,220700
2019,37029,220700
2020,37085,220700
2021,37138,220700
2022,38192,220700
1996,,220710
1997,2794,220710
1998,2833,220710
1999,2871,220710
2000,2283,220710
2001,2247,220710
2002,2213,220710
2003,2181,220710
2004,2113,220710
2005,2076,220710
2006,2038,220710
2007,2637,220710
2008,2713,220710
2009,2755,220710
2010,2626,220710
2011,2652,220710
2012,2678,220710
2013,2698,220710
2014,2390,220710
2015,2400,220710
2016,2409,220710
2017,2417,220710
2018,2449,220710
2019,2459,220710
2020,2468,220710
2021,2477,220710
2022,2646,220710
1991,18728,220720
1992,14116,220720
1993,14280,220720
1994,14437,220720
1995,14589,220720
1996,13928,220720
1997,6620,220720
1998,6604,220720
1999,6587,220720
2000,7283,220720
2001,7237,220720
2002,7291,220720
2003,7343,220720
2004,7453,220720
2005,7514,220720
2006,7574,220720
2007,7340,220720
2008,7551,220720
2009,7582,220720
2010,6657,220720
2011,6672,220720
2012,6687,220720
2013,6735,220720
2014,6742,220720
2015,6748,220720
2016,6753,220720
2017,6758,220720
2018,6862,220720
2019,6868,220720
2020,6873,220720
2021,6879,220720
2022,6379,220720
1991,5437,220730
1992,5474,220730
1993,5558,220730
1994,5613,220730
1995,5667,220730
1996,4898,220730
1997,3785,220730
1998,3700,220730
1999,3614,220730
2000,4184,220730
2001,4156,220730
2002,4157,220730
2003,4144,220730
2004,4117,220730
2005,4103,220730
2006,4088,220730
2007,4462,220730
2008,4517,220730
2009,4562,220730
2010,4059,220730
2011,4053,220730
2012,4049,220730
2013,4077,220730
2014,4074,220730
2015,4071,220730
2016,4068,220730
2017,4065,220730
2018,4132,220730
2019,4129,220730
2020,4126,220730
2021,4124,220730
2022,4100,220730
1996,,220735
1997,3648,220735
1998,3602,220735
1999,3087,220735
2000,2894,220735
2001,2827,220735
2002,2802,220735
2003,2759,220735
2004,2670,220735
2005,2620,220735
2006,2571,220735
2007,3616,220735
2008,3721,220735
2009,3802,220735
2010,3363,220735
2011,3399,220735
2012,3434,220735
2013,3460,220735
2014,3479,220735
2015,3308,220735
2016,3321,220735
2017,3333,220735
2018,3375,220735
2019,3389,220735
2020,3404,220735
2021,3416,220735
2022,3001,220735
1991,4381,220740
1992,4452,220740
1993,4468,220740
1994,4478,220740
1995,4488,220740
1996,4962,220740
1997,5076,220740
1998,5173,220740
1999,5270,220740
2000,5199,220740
2001,5279,220740
2002,5358,220740
2003,5431,220740
2004,5586,220740
2005,5671,220740
2006,5756,220740
2007,4985,220740
2008,5128,220740
2009,5116,220740
2010,4993,220740
2011,4977,220740
2012,4962,220740
2013,4997,220740
2014,4988,220740
2015,4980,220740
2016,4973,220740
2017,4967,220740
2018,5051,220740
2019,5043,220740
2020,5036,220740
2021,5029,220740
2022,4954,220740
1991,11595,220750
1992,11540,220750
1993,11448,220750
1994,11381,220750
1995,11315,220750
1996,12107,220750
1997,11829,220750
1998,11907,220750
1999,11983,220750
2000,12154,220750
2001,12270,220750
2002,12346,220750
2003,12435,220750
2004,12622,220750
2005,12725,220750
2006,12828,220750
2007,13721,220750
2008,14117,220750
2009,14306,220750
2010,13745,220750
2011,13867,220750
2012,13986,220750
2013,14090,220750
2014,14151,220750
2015,14206,220750
2016,14253,220750
2017,14295,220750
2018,14488,220750
2019,14539,220750
2020,14587,220750
2021,14633,220750
2022,13156,220750
1996,,220755
1997,4467,220755
1998,4495,220755
1999,4522,220755
2000,4386,220755
2001,4386,220755
2002,4399,220755
2003,4404,220755
2004,4417,220755
2005,4424,220755
2006,4430,220755
2007,4531,220755
2008,4662,220755
2009,4686,220755
2010,4147,220755
2011,3908,220755
2012,3891,220755
2013,3919,220755
2014,3909,220755
2015,3900,220755
2016,3893,220755
2017,3886,220755
2018,3953,220755
2019,3945,220755
2020,3937,220755
2021,3931,220755
2022,3818,220755
1991,12665,220760
1992,12797,220760
1993,12980,220760
1994,13123,220760
1995,13263,220760
1996,13517,220760
1997,9352,220760
1998,9484,220760
1999,9616,220760
2000,9345,220760
2001,9423,220760
2002,9498,220760
2003,9569,220760
2004,9719,220760
2005,9801,220760
2006,9883,220760
2007,10313,220760
2008,10611,220760
2009,10731,220760
2010,10276,220760
2011,10347,220760
2012,10417,220760
2013,10494,220760
2014,10530,220760
2015,10561,220760
2016,10589,220760
2017,10613,220760
2018,10762,220760
2019,10791,220760
2020,10819,220760
2021,10846,220760
2022,9429,220760
1991,127929,220770
1992,125435,220770
1993,127953,220770
1994,129874,220770
1995,131748,220770
1996,131885,220770
1997,126501,220770
1998,128133,220770
1999,129756,220770
2000,132282,220770
2001,134122,220770
2002,135525,220770
2003,137030,220770
2004,140190,220770
2005,141939,220770
2006,143675,220770
2007,140839,220770
2008,144892,220770
2009,146059,220770
2010,145705,220770
2011,146735,220770
2012,147732,220770
2013,148832,220770
2014,149348,220770
2015,149803,220770
2016,150201,220770
2017,150547,220770
2018,152653,220770
2019,153078,220770
2020,153482,220770
2021,153863,220770
2022,163087,220770
1992,4523,220775
1993,4541,220775
1994,4556,220775
1995,4572,220775
1996,4259,220775
1997,4148,220775
1998,4053,220775
1999,3959,220775
2000,4195,220775
2001,4179,220775
2002,4183,220775
2003,4177,220775
2004,4165,220775
2005,4158,220775
2006,4151,220775
2007,4127,220775
2008,4245,220775
2009,4246,220775
2010,4546,220775
2011,4573,220775
2012,4424,220775
2013,4457,220775
2014,4470,220775
2015,4482,220775
2016,4491,220775
2017,4500,220775
2018,4302,220775
2019,4313,220775
2020,4323,220775
2021,4331,220775
2022,4144,220775
1992,5441,220777
1993,5524,220777
1994,5581,220777
1995,5638,220777
1996,5552,220777
1997,5596,220777
1998,5633,220777
1999,5669,220777
2000,5634,220777
2001,5652,220777
2002,5684,220777
2003,5707,220777
2004,5756,220777
2005,5782,220777
2006,5809,220777
2007,6171,220777
2008,6349,220777
2009,6417,220777
2010,6105,220777
2011,6142,220777
2012,6178,220777
2013,6223,220777
2014,6241,220777
2015,6257,220777
2016,6271,220777
2017,6288,220777
2018,6377,220777
2019,6392,220777
2020,6406,220777
2021,6420,220777
2022,5425,220777
2001,3030,220779
2002,3059,220779
2003,3090,220779
2004,3154,220779
2005,3190,220779
2006,3226,220779
2007,3713,220779
2008,3821,220779
2009,3903,220779
2010,3757,220779
2011,3808,220779
2012,3858,220779
2013,3888,220779
2014,3914,220779
2015,3937,220779
2016,3957,220779
2017,3975,220779
2018,4023,220779
2019,4045,220779
2020,4065,220779
2021,4084,220779
2022,3879,220779
1991,38941,220780
1992,27105,220780
1993,27507,220780
1994,26725,220780
1995,26992,220780
1996,27075,220780
1997,15463,220780
1998,15560,220780
1999,15655,220780
2000,16529,220780
2001,16769,220780
2002,16925,220780
2003,17108,220780
2004,17436,220780
2005,17648,220780
2006,17859,220780
2007,16930,220780
2008,20416,220780
2009,20390,220780
2010,19785,220780
2011,19867,220780
2012,19947,220780
2013,20093,220780
2014,20133,220780
2015,20168,220780
2016,20198,220780
2017,20192,220780
2018,20490,220780
2019,20523,220780
2020,20554,220780
2021,20583,220780
2022,21080,220780
1996,,220785
1997,3859,220785
1998,3849,220785
1999,3839,220785
2000,3973,220785
2001,3985,220785
2002,3910,220785
2003,3919,220785
2004,3939,220785
2005,3951,220785
2006,3961,220785
2007,4291,220785
2008,4415,220785
2009,4465,220785
2010,3663,220785
2011,3646,220785
2012,3629,220785
2013,3655,220785
2014,3645,220785
2015,3637,220785
2016,3629,220785
2017,3623,220785
2018,3685,220785
2019,3677,220785
2020,3669,220785
2021,3662,220785
2022,3620,220785
1991,43817,220790
1992,44210,220790
1993,44847,220790
1994,45315,220790
1995,45771,220790
1996,44875,220790
1997,35856,220790
1998,36078,220790
1999,35865,220790
2000,36201,220790
2001,36346,220790
2002,36594,220790
2003,36776,220790
2004,37158,220790
2005,37370,220790
2006,37580,220790
2007,36675,220790
2008,37727,220790
2009,37850,220790
2010,37496,220790
2011,37595,220790
2012,37692,220790
2013,37968,220790
2014,38014,220790
2015,38055,220790
2016,38090,220790
2017,38127,220790
2018,38704,220790
2019,38742,220790
2020,38778,220790
2021,38812,220790
2022,37945,220790
1996,,220793
1997,1453,220793
1998,1446,220793
1999,1441,220793
2000,2002,220793
2001,2066,220793
2002,2108,220793
2003,2157,220793
2004,2260,220793
2005,2317,220793
2006,2373,220793
2007,2105,220793
2008,2394,220793
2009,2418,220793
2010,2407,220793
2011,2426,220793
2012,2445,220793
2013,2463,220793
2014,2472,220793
2015,2481,220793
2016,2488,220793
2017,2495,220793
2018,2529,220793
2019,2536,220793
2020,2544,220793
2021,2551,220793
2022,2458,220793
1996,,220795
1997,3568,220795
1998,3559,220795
1999,3550,220795
2000,4150,220795
2001,4205,220795
2002,4254,220795
2003,4303,220795
2004,4404,220795
2005,4461,220795
2006,4517,220795
2007,4284,220795
2008,4407,220795
2009,4199,220795
2010,4187,220795
2011,4210,220795
2012,4233,220795
2013,4264,220795
2014,4276,220795
2015,4286,220795
2016,4295,220795
2017,4302,220795
2018,4365,220795
2019,4374,220795
2020,4383,220795
2021,4392,220795
2022,4059,220795
1991,78409,220800
1992,75229,220800
1993,76553,220800
1994,77559,220800
1995,78540,220800
1996,76194,220800
1997,63578,220800
1998,63973,220800
1999,64369,220800
2000,68974,220800
2001,69836,220800
2002,70531,220800
2003,71254,220800
2004,70211,220800
2005,71020,220800
2006,71825,220800
2007,70450,220800
2008,72477,220800
2009,73021,220800
2010,73414,220800
2011,74966,220800
2012,75481,220800
2013,76042,220800
2014,76309,220800
2015,76544,220800
2016,76749,220800
2017,76928,220800
2018,78002,220800
2019,78222,220800
2020,78431,220800
2021,78627,220800
2022,82028,220800
1991,10589,220810
1992,10649,220810
1993,10744,220810
1994,10815,220810
1995,10884,220810
1996,10079,220810
1997,9074,220810
1998,8943,220810
1999,8817,220810
2000,11306,220810
2001,11498,220810
2002,11647,220810
2003,11805,220810
2004,12138,220810
2005,12322,220810
2006,12504,220810
2007,11722,220810
2008,12058,220810
2009,12125,220810
2010,11733,220810
2011,11766,220810
2012,11798,220810
2013,11884,220810
2014,11900,220810
2015,11913,220810
2016,11925,220810
2017,11935,220810
2018,12115,220810
2019,12127,220810
2020,12139,220810
2021,12150,220810
2022,11172,220810
1991,16126,220820
1992,16271,220820
1993,16661,220820
1994,16904,220820
1995,17141,220820
1996,15625,220820
1997,15395,220820
1998,15199,220820
1999,15005,220820
2000,16505,220820
2001,16541,220820
2002,16585,220820
2003,16622,220820
2004,16699,220820
2005,16742,220820
2006,16785,220820
2007,17123,220820
2008,17615,220820
2009,17714,220820
2010,17671,220820
2011,17760,220820
2012,17848,220820
2013,17979,220820
2014,18023,220820
2015,18061,220820
2016,18095,220820
2017,18125,220820
2018,18389,220820
2019,18425,220820
2020,18459,220820
2021,18492,220820
2022,17586,220820
1991,31163,220830
1992,25516,220830
1993,25726,220830
1994,25882,220830
1995,26031,220830
1996,28439,220830
1997,23922,220830
1998,24307,220830
1999,24689,220830
2000,24786,220830
2001,25227,220830
2002,25593,220830
2003,25968,220830
2004,26754,220830
2005,27189,220830
2006,27621,220830
2007,25625,220830
2008,26361,220830
2009,26499,220830
2010,27553,220830
2011,27765,220830
2012,27971,220830
2013,28179,220830
2014,28066,220830
2015,28160,220830
2016,28242,220830
2017,28312,220830
2018,28703,220830
2019,28791,220830
2020,28874,220830
2021,28952,220830
2022,28906,220830
1991,63162,220840
1992,58788,220840
1993,59664,220840
1994,60286,220840
1995,60893,220840
1996,59921,220840
1997,59110,220840
1998,59479,220840
1999,60036,220840
2000,60154,220840
2001,60506,220840
2002,60762,220840
2003,61045,220840
2004,61637,220840
2005,61965,220840
2006,62291,220840
2007,60249,220840
2008,61975,220840
2009,62107,220840
2010,61834,220840
2011,61963,220840
2012,62088,220840
2013,62542,220840
2014,62600,220840
2015,62650,220840
2016,62695,220840
2017,62733,220840
2018,63694,220840
2019,63742,220840
2020,63787,220840
2021,63829,220840
2022,65762,220840
1991,14325,220850
1992,14433,220850
1993,14680,220850
1994,14841,220850
1995,14999,220850
1996,15036,220850
1997,10156,220850
1998,10300,220850
1999,10443,220850
2000,10573,220850
2001,10679,220850
2002,10796,220850
2003,10899,220850
2004,11116,220850
2005,11236,220850
2006,11356,220850
2007,11492,220850
2008,11824,220850
2009,11941,220850
2010,11897,220850
2011,11999,220850
2012,12097,220850
2013,12188,220850
2014,12239,220850
2015,12284,220850
2016,12324,220850
2017,12358,220850
2018,12526,220850
2019,12568,220850
2020,12608,220850
2021,12646,220850
2022,12122,220850
1996,,220855
1997,1937,220855
1998,1918,220855
1999,1902,220855
2000,2421,220855
2001,2443,220855
2002,2461,220855
2003,2480,220855
2004,2520,220855
2005,2541,220855
2006,2383,220855
2007,2468,220855
2008,2540,220855
2009,2567,220855
2010,2559,220855
2011,2583,220855
2012,2606,220855
2013,2625,220855
2014,2637,220855
2015,2647,220855
2016,2656,220855
2017,2664,220855
2018,2700,220855
2019,2710,220855
2020,2720,220855
2021,2728,220855
2022,2342,220855
1991,2710,220860
1992,2752,220860
1993,2811,220860
1994,2856,220860
1995,2901,220860
1996,2967,220860
1997,3035,220860
1998,3093,220860
1999,3151,220860
2000,3117,220860
2001,3162,220860
2002,3203,220860
2003,3242,220860
2004,3326,220860
2005,3372,220860
2006,3418,220860
2007,3159,220860
2008,3249,220860
2009,3260,220860
2010,3085,220860
2011,3083,220860
2012,3088,220860
2013,3109,220860
2014,3107,220860
2015,3106,220860
2016,3104,220860
2017,3103,220860
2018,3153,220860
2019,3151,220860
2020,3150,220860
2021,3149,220860
2022,3042,220860
1992,6489,220865
1993,6586,220865
1994,7724,220865
1995,7803,220865
1996,7783,220865
1997,7844,220865
1998,7896,220865
1999,7948,220865
2000,8332,220865
2001,8388,220865
2002,8513,220865
2003,8598,220865
